ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession
ARO:3003561	40167	3310	1294	Sed1 beta-lactamase	Sed-1	AAK63223.1	AF321608
ARO:3004128	41254	4104	2790	Serratia marcescens Omp1	Serratia marcescens Omp1	AIA49384.1	CP005927.1
ARO:3003557	40160	3311	614	SFB-1	SFB-1	AAT90847.1	AY590119
ARO:3000849	37229	1878	347	SFH-1	SFH-1	AAF09244.1	AF197943
ARO:3000862	37242	3696	2079	sgm	sgm	WP_063978071.1	NG_050600
ARO:3003940	40664	3741	2411	Shigella flexneri gyrA conferring resistance to fluoroquinolones	Shigella flexneri gyrA conferring resistance to fluoroquinolones	NP_708120.1	NC_004337.2
ARO:3003941	40666	3742	2412	Shigella flexneri parC conferring resistance to fluoroquinolones	Shigella flexneri parC conferring resistance to fluoroquinolones	NP_708834.1	NC_004337.2
ARO:3001059	37439	1469	1028	SHV-1	SHV-1	ACR66323.1	FJ668814
ARO:3001338	37738	1542	583	SHV-100	SHV-100	CAQ03505.1	AM941846
ARO:3001150	37530	1620	202	SHV-101	SHV-101	ABV72593.1	EU155018
ARO:3001151	37531	1697	766	SHV-102	SHV-102	ABS72342.1	EU024485
ARO:3001152	37532	1772	1060	SHV-103	SHV-103	ABS72351.1	EU032604
ARO:3001153	37533	1850	1538	SHV-104	SHV-104	ABX71158.1	EU274581
ARO:3001154	37534	1941	93	SHV-105	SHV-105	ACI22621.1	FJ194944
ARO:3001155	37535	2019	915	SHV-106	SHV-106	CAQ03506.1	AM941847
ARO:3001156	37536	818	1490	SHV-107	SHV-107	CAQ03507.1	AM941848
ARO:3001157	37537	899	679	SHV-108	SHV-108	ADR80606.1	HM751100
ARO:3001158	37538	985	1133	SHV-109	SHV-109	ACM04459.1	EU418913
ARO:3001070	37450	1062	578	SHV-11	SHV-11	CAA66729.1	X98101
ARO:3001159	37539	1143	1573	SHV-110	SHV-110	AEK48094.1	HQ877615
ARO:3001160	37540	1230	1705	SHV-111	SHV-111	BAF95849.1	AB372881
ARO:3001161	37541	1310	370	SHV-112	SHV-112	ACC99191.1	EU477409
ARO:3001340	37740	1387	1216	SHV-119	SHV-119	AIG51284.1	KJ776406
ARO:3001071	37451	1470	103	SHV-12	SHV-12	CAI76927.1	AJ920369
ARO:3001167	37547	1543	1800	SHV-120	SHV-120	AEG79634.1	JF812965
ARO:3001168	37548	1621	214	SHV-121	SHV-121	AEI83429.1	HQ661362
ARO:3001169	37549	1698	895	SHV-122	SHV-122	ACY70943.1	GQ290211
ARO:3001170	37550	1773	1578	SHV-123	SHV-123	ACV32633.1	GQ390805
ARO:3001171	37551	1851	877	SHV-124	SHV-124	ACV32634.1	GQ390806
ARO:3001172	37552	1942	1430	SHV-125	SHV-125	ACV32635.1	GQ390807
ARO:3001173	37553	2020	1334	SHV-126	SHV-126	ACV32636.1	GQ390808
ARO:3001174	37554	828	1893	SHV-127	SHV-127	ACV32637.1	GQ390809
ARO:3001175	37555	900	265	SHV-128	SHV-128	ADE58494.1	GU932590
ARO:3001176	37556	986	701	SHV-129	SHV-129	ADE08533.1	GU827715
ARO:3001072	37452	1063	1466	SHV-13	SHV-13	AAD43815.1	AF164577
ARO:3001177	37557	1144	449	SHV-133	SHV-133	BAI94487.1	AB551737
ARO:3001178	37558	1231	998	SHV-134	SHV-134	ADM25824.1	HM559945
ARO:3001179	37559	1311	1468	SHV-135	SHV-135	ADR66517.1	HQ637576
ARO:3001181	37561	1388	238	SHV-137	SHV-137	AEI83430.1	HQ661363
ARO:3001073	37453	1471	791	SHV-14	SHV-14	AAG17550.1	AF226622
ARO:3001182	37562	1544	1555	SHV-140	SHV-140	AEK80394.1	JN051143
ARO:3001183	37563	1634	818	SHV-141	SHV-141	AFC60795.1	JQ388884
ARO:3001184	37564	1711	657	SHV-142	SHV-142	AEX99752.1	JQ029959
ARO:3001344	37744	1787	1533	SHV-143	SHV-143	AFQ32277.1	JQ341060
ARO:3001345	37745	1871	1984	SHV-144	SHV-144	AFK93491.1	JQ926986
ARO:3001185	37565	1943	2008	SHV-145	SHV-145	AFN88952.1	JX013655
ARO:3001186	37566	2021	1319	SHV-147	SHV-147	AFQ23953.1	JX121114
ARO:3001187	37567	829	1753	SHV-148	SHV-148	AFQ23954.1	JX121115
ARO:3001188	37568	915	1262	SHV-149	SHV-149	AFQ23955.1	JX121116
ARO:3001074	37454	987	369	SHV-15	SHV-15	CAB37325.2	AJ011428
ARO:3001189	37569	1064	806	SHV-150	SHV-150	AFQ23956.1	JX121117
ARO:3001190	37570	1145	1732	SHV-151	SHV-151	AFQ23957.1	JX121118
ARO:3001191	37571	1232	242	SHV-152	SHV-152	AFQ23958.1	JX121119
ARO:3001192	37572	1312	610	SHV-153	SHV-153	AFQ23959.1	JX121120
ARO:3001193	37573	1389	1628	SHV-154	SHV-154	AFQ23960.1	JX121121
ARO:3001194	37574	1472	1953	SHV-155	SHV-155	AFQ23961.1	JX121122
ARO:3001195	37575	1558	488	SHV-156	SHV-156	AFQ23962.1	JX121123
ARO:3001196	37576	1635	830	SHV-157	SHV-157	AFQ23963.1	JX121124
ARO:3001197	37577	1712	1080	SHV-158	SHV-158	AFQ23964.1	JX121125
ARO:3001198	37578	1788	1776	SHV-159	SHV-159	AFQ23965.1	JX121126
ARO:3001075	37455	1872	1739	SHV-16	SHV-16	AAC98092.2	AF072684
ARO:3001199	37579	1944	1933	SHV-160	SHV-160	AFQ23966.1	JX121127
ARO:3001200	37580	2022	832	SHV-161	SHV-161	AFQ23967.1	JX121128
ARO:3001201	37581	830	286	SHV-162	SHV-162	AFQ23968.1	JX121129
ARO:3001202	37582	916	2036	SHV-163	SHV-163	AFQ23969.1	JX121130
ARO:3001347	37747	988	244	SHV-164	SHV-164	CCK86744.1	HE981194
ARO:3001203	37583	1065	2021	SHV-165	SHV-165	AFQ23970.1	JX121131
ARO:3001204	37584	1146	1412	SHV-167	SHV-167	BAM28879.1	AB733453
ARO:3001352	37752	1233	1199	SHV-168	SHV-168	AFW16978.1	JX870080
ARO:3001356	37756	1313	750	SHV-172	SHV-172	AHA80958.1	KF513177
ARO:3001357	37757	1390	1208	SHV-173	SHV-173	AHA80959.1	KF513178
ARO:3001361	37761	1473	2012	SHV-178	SHV-178	AHA80963.1	KF705209
ARO:3001362	37762	1559	2057	SHV-179	SHV-179	AHA80962.1	KF705208
ARO:3001076	37456	1636	74	SHV-18	SHV-18	AAF64386.1	AF132290
ARO:3001350	37750	3768	293	SHV-180	SHV-180	AJO16040.1	KP050487.1
ARO:3001364	37764	2124	125	SHV-182	SHV-182	AJO16042.1	KP050489
ARO:3001351	37751	1945	1798	SHV-183	SHV-183	CDN33427.1	HG934764
ARO:3003152	39729	2023	529	SHV-185	SHV-185	AIS67768.1	KM233164
ARO:3003153	39730	832	917	SHV-186	SHV-186	AIS67769.1	KM233165
ARO:3003154	39731	917	1557	SHV-187	SHV-187	CEA29750.1	LN515533
ARO:3003155	39732	989	344	SHV-188	SHV-188	CEA29751.1	LN515534
ARO:3003156	39733	2125	1968	SHV-189	SHV-189	AJO16047.1	KP050494
ARO:3001077	37457	1147	1438	SHV-19	SHV-19	AAF34333.1	AF117743
ARO:3001060	37440	1234	1053	SHV-2	SHV-2	AAD37413.1	AF148851
ARO:3001078	37458	1314	825	SHV-20	SHV-20	AAF34334.1	AF117744
ARO:3001079	37459	1391	374	SHV-21	SHV-21	AAF34335.1	AF117745
ARO:3001080	37460	1474	1158	SHV-22	SHV-22	AAF34336.1	AF117746
ARO:3001081	37461	1560	1599	SHV-23	SHV-23	AAF34337.1	AF117747
ARO:3001082	37462	1637	57	SHV-24	SHV-24	BAA84973.1	AB023477
ARO:3001083	37463	1713	1014	SHV-25	SHV-25	AAF37209.2	AF208796
ARO:3001084	37464	1789	1448	SHV-26	SHV-26	AAF36719.1	AF227204
ARO:3001085	37465	1873	1919	SHV-27	SHV-27	AAG01039.1	AF293345
ARO:3001086	37466	1946	1742	SHV-28	SHV-28	AAG15384.1	AF299299
ARO:3001087	37467	2024	1927	SHV-29	SHV-29	AAG49894.1	AF301532
ARO:3001061	37441	833	1597	SHV-2A	SHV-2A	CAA66730.1	X98102
ARO:3001062	37442	3691	2103	SHV-3	SHV-3	WP_063864673.1	NG_050068
ARO:3001088	37468	918	619	SHV-30	SHV-30	AAT75225.1	AY661885
ARO:3001089	37469	990	1259	SHV-31	SHV-31	AAP33454.2	AY277255
ARO:3001090	37470	1066	306	SHV-32	SHV-32	AAK69828.1	AY037778
ARO:3001091	37471	1148	887	SHV-33	SHV-33	AFN82060.1	JX268631
ARO:3001092	37472	1235	1286	SHV-34	SHV-34	AAK64187.1	AY036620
ARO:3001093	37473	1315	210	SHV-35	SHV-35	AAL68926.1	AY070258
ARO:3001094	37474	1392	424	SHV-36	SHV-36	AAL82592.1	AF467947
ARO:3001095	37475	1475	684	SHV-37	SHV-37	AAL82593.1	AF467948
ARO:3001096	37476	1561	527	SHV-38	SHV-38	AAL79576.1	AY079099
ARO:3001097	37477	1638	1477	SHV-39	SHV-39	AAN77730.1	AY150585
ARO:3001098	37478	1714	1685	SHV-40	SHV-40	AAN04882.1	AF535128
ARO:3001099	37479	1790	66	SHV-41	SHV-41	AAN04883.1	AF535129
ARO:3001100	37480	1874	72	SHV-42	SHV-42	AAN04884.1	AF535130
ARO:3001101	37481	1947	768	SHV-43	SHV-43	AAL40899.1	AY065991
ARO:3001102	37482	2025	1970	SHV-44	SHV-44	AAP82228.1	AY259119
ARO:3001103	37483	834	1621	SHV-45	SHV-45	AAN39364.1	AF547625
ARO:3001104	37484	919	788	SHV-46	SHV-46	AAO53445.1	AY210887
ARO:3001105	37485	991	1487	SHV-48	SHV-48	AAP03063.1	AY263404
ARO:3001106	37486	1067	469	SHV-49	SHV-49	AAS98184.1	AY528718
ARO:3001064	37444	1149	1827	SHV-5	SHV-5	CAA39164.1	X55640
ARO:3001107	37487	1236	1945	SHV-50	SHV-50	AAP41108.1	AY288915
ARO:3001108	37488	1316	1527	SHV-51	SHV-51	AAP41944.1	AY289548
ARO:3001109	37489	1393	4	SHV-52	SHV-52	AEJ08681.1	HQ845196
ARO:3001110	37490	1484	890	SHV-53	SHV-53	AAT01223.1	AY590467
ARO:3001111	37491	1562	1195	SHV-55	SHV-55	CAI10727.2	AJ863560
ARO:3001112	37492	1639	161	SHV-56	SHV-56	ACB73258.1	EU586041
ARO:3001113	37493	1715	770	SHV-57	SHV-57	AAO66446.1	AY223863
ARO:3001114	37494	1791	1095	SHV-59	SHV-59	AAV66328.1	AY790341
ARO:3001065	37445	1875	351	SHV-6	SHV-6	CAA71948.1	Y11069
ARO:3001115	37495	1948	1429	SHV-60	SHV-60	BAF92780.1	AB302939
ARO:3001116	37496	2026	194	SHV-61	SHV-61	CAI30650.2	AJ866284
ARO:3001117	37497	839	711	SHV-62	SHV-62	CAI30651.2	AJ866285
ARO:3001118	37498	920	1461	SHV-63	SHV-63	ABY56290.1	EU342351
ARO:3001119	37499	992	123	SHV-64	SHV-64	ABA06586.1	DQ174304
ARO:3001120	37500	1068	1322	SHV-65	SHV-65	ABA06587.1	DQ174305
ARO:3001121	37501	1150	992	SHV-66	SHV-66	ABA06588.1	DQ174306
ARO:3001122	37502	1237	447	SHV-67	SHV-67	ABA06589.1	DQ174307
ARO:3001123	37503	1317	437	SHV-69	SHV-69	ABA06590.1	DQ174308
ARO:3001066	37446	1394	1985	SHV-7	SHV-7	AAA87176.1	U20270
ARO:3001124	37504	1485	1644	SHV-70	SHV-70	AAY42633.1	DQ013287
ARO:3001125	37505	1563	1062	SHV-71	SHV-71	CAJ47126.2	AM176546
ARO:3001126	37506	1640	723	SHV-72	SHV-72	CAJ47127.2	AM176547
ARO:3001127	37507	1716	1727	SHV-73	SHV-73	CAJ47128.2	AM176548
ARO:3001128	37508	1792	1026	SHV-74	SHV-74	CAJ47129.2	AM176549
ARO:3001129	37509	1876	595	SHV-75	SHV-75	CAJ47130.2	AM176550
ARO:3001130	37510	1949	1043	SHV-76	SHV-76	CAJ47131.2	AM176551
ARO:3001131	37511	2027	994	SHV-77	SHV-77	CAJ47132.2	AM176552
ARO:3001132	37512	840	310	SHV-78	SHV-78	CAJ47133.2	AM176553
ARO:3001133	37513	921	76	SHV-79	SHV-79	CAJ47134.2	AM176554
ARO:3001067	37447	993	371	SHV-8	SHV-8	AAB51384.1	U92041
ARO:3001134	37514	1069	1439	SHV-80	SHV-80	CAJ47135.2	AM176555
ARO:3001135	37515	1151	1239	SHV-81	SHV-81	CAJ47136.2	AM176556
ARO:3001136	37516	1238	565	SHV-82	SHV-82	CAJ47137.2	AM176557
ARO:3001137	37517	1318	439	SHV-83	SHV-83	CAJ47138.2	AM176558
ARO:3001138	37518	1395	1639	SHV-84	SHV-84	CAJ32371.1	AM087453
ARO:3001139	37519	1486	1520	SHV-85	SHV-85	ABC54571.1	DQ322460
ARO:3001140	37520	1564	1603	SHV-86	SHV-86	ABC58727.1	DQ328802
ARO:3001141	37521	1641	188	SHV-89	SHV-89	ABA60809.1	DQ193536
ARO:3001068	37448	1717	557	SHV-9	SHV-9	AAB37395.2	S82452
ARO:3001144	37524	1793	148	SHV-92	SHV-92	ABH04327.1	DQ836922
ARO:3001145	37525	1877	961	SHV-93	SHV-93	ABN49110.1	EF373969
ARO:3001146	37526	1950	1346	SHV-94	SHV-94	ABN49111.1	EF373970
ARO:3001147	37527	2028	1654	SHV-95	SHV-95	ABN49113.1	EF373972
ARO:3001148	37528	841	955	SHV-96	SHV-96	ABN49112.1	EF373971
ARO:3001149	37529	922	749	SHV-97	SHV-97	ABN49114.1	EF373973
ARO:3001336	37736	994	1941	SHV-98	SHV-98	CAQ03503.1	AM941844
ARO:3001337	37737	1070	1475	SHV-99	SHV-99	CAQ03504.1	AM941845
ARO:3000846	37226	1152	1282	SIM-1 beta-lactamase	SIM-1	ACT66697.1	GQ288397
ARO:3003556	40159	3312	419	SLB-1	SLB-1	AAT90846.1	AY590118
ARO:3000854	37234	1239	753	SMB-1 beta-lactamase	SMB-1	BAL14456.1	AB636283
ARO:3002379	38779	1319	1482	SME-1	SME-1	CAA82281.1	Z28968
ARO:3002380	38780	1396	50	SME-2	SME-2	AAG29813.1	AF275256
ARO:3002381	38781	1487	1512	SME-3	SME-3	AAS92558.1	AY584237
ARO:3002382	38782	1565	1611	SME-4	SME-4	AHA49908.1	KF481967
ARO:3002383	38783	1642	135	SME-5	SME-5	AHV85514.1	KJ188748
ARO:3003051	39485	496	1507	smeA	smeA	AAD51344.1	AF173226
ARO:3003052	39486	521	1960	smeB	smeB	AAD51345.1	AF173226
ARO:3003053	39487	155	1264	smeC	smeC	AAD51346.1	AF173226
ARO:3003055	39489	570	284	smeD	smeD	CAC14594.1	AJ252200
ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200
ARO:3003057	39491	509	634	smeF	smeF	CAC14596.1	AJ252200
ARO:3003066	39500	359	1550	smeR	smeR	AAD51348.1	AF173226
ARO:3003067	39501	709	342	smeS	smeS	AAD51347.1	AF173226
ARO:3002631	39031	758	1918	spd	spd	AGW81558.1	KC895984
ARO:3003720	40374	3435	2235	SPG-1	SPG-1	AJP77080	KP109680
ARO:3003793	40478	3564	2298	SPM-1	SPM-1	CAD37801.1	AJ492820.1
ARO:3002828	39262	189	128	srmB	srmB	CAA45050.1	X63451
ARO:3002493	38893	1718	199	SRT-1	SRT-1	BAA23130.1	AB008454
ARO:3002494	38894	1794	1878	SRT-2	SRT-2	AAS07017.3	AY524276
ARO:3003803	40488	3571	2304	Staphylococcus aureus agrA with mutation conferring daptomycin resistance	Staphylococcus aureus agrA with mutation conferring resistance to daptomycin	CAG41107	BX571856
ARO:3003074	39621	740	1301	Staphylococcus aureus cls conferring resistance to daptomycin	Staphylococcus aureus cls conferring resistance to daptomycin	YP_500802.1	NC_007795
ARO:3003735	40390	3510	2254	Staphylococcus mutant fusA gene conferring resistance to fusidic acid	Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid	CAG39573	BX571856
ARO:3003737	40392	3504	2256	Staphylococcus mutant fusE gene conferring resistance to fusidic acid	Staphylococcus aureus fusE with mutation conferring resistance to fusidic acid	ADL24064	CP002114
ARO:3003901	40603	3678	2380	Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin	Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin	CAG39357	KT372193
ARO:3003296	39880	2057	1166	Staphylococcus aureus gyrA conferring resistance to fluoroquinolones	Staphylococcus aureus gyrA conferring resistance to fluoroquinolones	YP_039483.1	NC_002952
ARO:3003301	39885	2061	1822	Staphylococcus aureus gyrB conferring resistance to aminocoumarin	Staphylococcus aureus gyrB conferring resistance to aminocoumarin	YP_039482.1	NC_002952
ARO:3003729	40418	3538	2276	Staphylococcus aureus ileS with mutation conferring resistance to mupirocin	Staphylococcus aureus ileS with mutation conferring resistance to mupirocin	CAA52296.1	X74219
ARO:3003917	40625	3718	2394	Staphylococcus aureus menA with mutation conferring resistance to lysocin	Staphylococcus aureus menA with mutation conferring resistance to lysocin	YP_499533.1	NC_007795.1
ARO:3003769	40441	59	651	Staphylococcus aureus mprF	Staphylococcus aureus mprF	ADJ67256.1	HM140977
ARO:3003319	39903	3542	1001	Staphylococcus aureus mprF mutations conferring resistance to daptomycin	Staphylococcus aureus mprF with mutation conferring resistance to daptomycin	ADJ67256	HM140977
ARO:3003776	40453	3549	2285	Staphylococcus aureus murA with mutation conferring resistance to fosfomycin	Staphylococcus aureus murA with mutation conferring resistance to fosfomycin	CAG41169	BX571856
ARO:3003312	39896	2067	212	Staphylococcus aureus parC conferring resistance to fluoroquinolone	Staphylococcus aureus parC conferring resistance to fluoroquinolone	YP_040772.1	NC_002952
ARO:3003314	39898	3681	1135	Staphylococcus aureus parE conferring resistance to aminocoumarin	Staphylococcus aureus parE conferring resistance to aminocoumarin	BAA11086.1	D67075.1
ARO:3003315	39899	2101	335	Staphylococcus aureus parE conferring resistance to fluoroquinolones	Staphylococcus aureus parE conferring resistance to fluoroquinolones	YP_040771.1	NC_002952
ARO:3003323	39907	3553	462	Staphylococcus aureus pgsA mutations conferring resistance to daptomycin	Staphylococcus aureus pgsA mutations conferring resistance to daptomycin	WP_001025093	NC_003923
ARO:3003287	39871	3332	1088	Staphylococcus aureus rpoB mutants conferring resistance to daptomycin	Staphylococcus aureus rpoB mutants conferring resistance to daptomycin	YP_039996.1	NC_002952
ARO:3003285	39869	2113	90	Staphylococcus aureus rpoB mutants conferring resistance to rifampicin	Staphylococcus aureus rpoB mutants conferring resistance to rifampicin	YP_039996.1	NC_002952
ARO:3003291	39875	2053	794	Staphylococcus aureus rpoC conferring resistance to daptomycin	Staphylococcus aureus rpoC conferring resistance to daptomycin	YP_039997.1	NC_002952
ARO:3003902	40604	3679	2381	Staphylococcus aureus UhpT with mutation conferring resistance to fosfomycin	Staphylococcus aureus UhpT with mutation conferring resistance to fosfomycin	CAG39240	KT372207
ARO:3003794	40479	3565	2299	Staphylococcus aureus walK with mutation conferring daptomycin resistance	Staphylococcus aureus walK with mutation conferring resistance to daptomycin	CAG39047	BX571856
ARO:3000521	36660	3523	2270	mupA	Staphylococcus mupA conferring resistance to mupirocin	CAA53189	X75439
ARO:3000510	36649	3524	2271	mupB	Staphylococcus mupB conferring resistance to mupirocin	AEY83581	JQ231224
ARO:3003774	40449	3547	2283	Streptococcus agalactiae mprF	Streptococcus agalactiae mprF	Q8DWT2	AE009948
ARO:3004097	41205	4106	2791	Streptococcus mitis CdsA with mutation conferring daptomycin resistance	Streptococcus mitis CdsA with mutation conferring daptomycin resistance	AQA08261.1	CP019562.1
ARO:3003311	39895	2068	660	Streptococcus pneumoniae parC conferring resistance to fluoroquinolone	Streptococcus pneumoniae parC conferring resistance to fluoroquinolone	AAK74984.1	AE005672
ARO:3003041	39475	692	1607	Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin	Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin	AFC91828.1	JN645776
ARO:3003042	39476	3737	1035	Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin	Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin	NP_359110.1	NC_003098.1
ARO:3003043	39477	331	320	Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin	Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin	AFC91898.1	JN645706
ARO:3003387	39971	2095	570	Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides	Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides	AAL97684.1	AE009949
ARO:3003359	39943	3578	2310	Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin	Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin	CAA67349.1	X98831.1
ARO:3002690	39124	755	138	cml	Streptomyces lividans cmlR	CAA42594.1	X59968
ARO:3003318	39902	3557	2292	Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin	Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin	AAO47226.2	AF235050.4
ARO:3000410	36549	340	1070	sul1	sul1	AEJ33969.1	JF969163
ARO:3000412	36551	552	952	sul2	sul2	AAL59753.1	AY055428
ARO:3000413	36552	381	396	sul3	sul3	ACJ63260.1	FJ196385
ARO:3004361	41534	4260	2875	sul4	sul4	WP_102607457.1	NG_056174.1
ARO:3003986	40868	3858	2522	TaeA	TaeA	APB03219.1	KX531049.1
ARO:3000343	36482	75	1720	tap	tap	CAA03986.1	AJ000283
ARO:3003554	40157	3313	1204	tcmA	tcmA	AAA67509.1	M80674
ARO:3002893	39327	332	652	tcr3	tcr3	BAA07390.1	D38215
ARO:3000873	37253	1951	355	TEM-1	TEM-1	CAD09800.1	AL513383
ARO:3000882	37262	2029	665	TEM-10	TEM-10	AAC72362.1	AF093512
ARO:3000964	37344	842	1725	TEM-101	TEM-101	AAM18924.1	AF495873
ARO:3000965	37345	923	86	TEM-102	TEM-102	AAK82652.1	AY040093
ARO:3000967	37347	995	1279	TEM-104	TEM-104	AAM61952.1	AF516719
ARO:3000968	37348	1071	1961	TEM-105	TEM-105	AAM61953.1	AF516720
ARO:3000969	37349	1153	543	TEM-106	TEM-106	AAM52207.1	AY101578
ARO:3000970	37350	1240	549	TEM-107	TEM-107	AAM52215.1	AY101764
ARO:3000971	37351	1320	2034	TEM-108	TEM-108	AAM28884.1	AF506748
ARO:3000972	37352	1397	101	TEM-109	TEM-109	AAT46413.1	AY628175
ARO:3000883	37263	1488	285	TEM-11	TEM-11	AAW66604.1	AY874537
ARO:3000973	37353	1566	580	TEM-110	TEM-110	AAL68923.1	AY072920
ARO:3000974	37354	1643	1973	TEM-111	TEM-111	AAL77062.1	AF468003
ARO:3000975	37355	1719	359	TEM-112	TEM-112	AAS89982.1	AY589493
ARO:3000976	37356	1795	814	TEM-113	TEM-113	AAS89983.1	AY589494
ARO:3000977	37357	1879	1245	TEM-114	TEM-114	AAS89984.1	AY589495
ARO:3000978	37358	1952	1709	TEM-115	TEM-115	AAN04881.1	AF535127
ARO:3000979	37359	2030	87	TEM-116	TEM-116	NP_052129.1	NC_002156
ARO:3000980	37360	843	1655	TEM-117	TEM-117	AAN05026.1	AY130282
ARO:3000981	37361	924	1066	TEM-118	TEM-118	AAN05029.1	AY130285
ARO:3000884	37264	996	1782	TEM-12	TEM-12	AAA25053.1	M88143
ARO:3000982	37362	1072	681	TEM-120	TEM-120	AAO85882.1	AY243512
ARO:3000983	37363	1154	193	TEM-121	TEM-121	AAQ01671.1	AY271267
ARO:3000984	37364	1241	365	TEM-122	TEM-122	AAQ98890.1	AY307100
ARO:3000985	37365	1321	2029	TEM-123	TEM-123	AAQ93490.1	AY327539
ARO:3000986	37366	1398	1408	TEM-124	TEM-124	AAQ93491.1	AY327540
ARO:3000987	37367	1489	940	TEM-125	TEM-125	AAT46414.1	AY628176
ARO:3000988	37368	1567	12	TEM-126	TEM-126	AAT45742.1	AY628199
ARO:3000989	37369	1644	1770	TEM-127	TEM-127	AAR89358.1	AY368236
ARO:3000990	37370	1720	472	TEM-128	TEM-128	AAR89359.1	AY368237
ARO:3000993	37373	1796	1159	TEM-129	TEM-129	CAG34105.1	AJ746225
ARO:3000994	37374	1880	1529	TEM-130	TEM-130	CAI29263.1	AJ866988
ARO:3000995	37375	1953	1805	TEM-131	TEM-131	AAR10958.1	AY436361
ARO:3000996	37376	2031	68	TEM-132	TEM-132	AAR84298.1	AY491682
ARO:3000997	37377	844	541	TEM-133	TEM-133	AAS19171.1	AY528425
ARO:3000998	37378	925	1214	TEM-134	TEM-134	AAS79107.1	AY574271
ARO:3000999	37379	997	1697	TEM-135	TEM-135	CAG25427.1	AJ634602
ARO:3001000	37380	1073	1025	TEM-136	TEM-136	AAV83795.1	AY826417
ARO:3001001	37381	1155	960	TEM-137	TEM-137	CAL08007.1	AM286274
ARO:3001002	37382	1242	198	TEM-138	TEM-138	AAW47922.1	AY853593
ARO:3001003	37383	1322	1646	TEM-139	TEM-139	AAZ23494.1	DQ072853
ARO:3001004	37384	1399	1290	TEM-141	TEM-141	AAX56615.1	AY956335
ARO:3001005	37385	1490	855	TEM-142	TEM-142	ABD60314.1	DQ388882
ARO:3001006	37386	1568	1693	TEM-143	TEM-143	AAY85632.1	DQ075245
ARO:3001007	37387	1645	1241	TEM-144	TEM-144	CAJ17558.1	AM049399
ARO:3001012	37392	1721	589	TEM-145	TEM-145	AAZ14083.2	DQ105528
ARO:3001013	37393	1797	1154	TEM-146	TEM-146	AAZ14084.2	DQ105529
ARO:3001014	37394	1881	1799	TEM-147	TEM-147	ABB84515.1	DQ279850
ARO:3001015	37395	1954	317	TEM-148	TEM-148	CAJ32372.1	AM087454
ARO:3001016	37396	2032	1355	TEM-149	TEM-149	ABC96711.1	DQ369751
ARO:3000886	37266	845	1423	TEM-15	TEM-15	CAO98721.1	AM849805
ARO:3001017	37397	926	1931	TEM-150	TEM-150	CAJ66089.1	AM183304
ARO:3001018	37398	998	471	TEM-151	TEM-151	ABI74448.1	DQ834729
ARO:3001019	37399	1074	920	TEM-152	TEM-152	ABI74447.1	DQ834728
ARO:3001369	37769	1156	982	TEM-153	TEM-153	AGA83484.1	KC149518
ARO:3001020	37400	1243	1954	TEM-154	TEM-154	ACO07310.1	FJ807656
ARO:3001021	37401	1323	363	TEM-155	TEM-155	ABG77582.1	DQ679961
ARO:3001022	37402	1400	1146	TEM-156	TEM-156	CAQ00120.1	AM941159
ARO:3001023	37403	1491	1458	TEM-157	TEM-157	ABI81768.1	DQ909059
ARO:3001024	37404	1569	247	TEM-158	TEM-158	ABQ00181.1	EF534736
ARO:3001025	37405	1646	692	TEM-159	TEM-159	ABM54869.1	EF136376
ARO:3000887	37267	1722	78	TEM-16	TEM-16	CAA46346.1	X65254
ARO:3001026	37406	1798	1525	TEM-160	TEM-160	ABM54870.1	EF136377
ARO:3001028	37408	1882	662	TEM-162	TEM-162	ABO64442.1	EF468463
ARO:3001029	37409	1955	845	TEM-163	TEM-163	ACF32746.1	EU815939
ARO:3001030	37410	2033	1791	TEM-164	TEM-164	ABX71157.1	EU274580
ARO:3001032	37412	846	331	TEM-166	TEM-166	ACI25375.1	FJ197316
ARO:3001033	37413	927	1948	TEM-167	TEM-167	ACJ04051.1	FJ360884
ARO:3001034	37414	999	1528	TEM-168	TEM-168	ACR22829.1	FJ919776
ARO:3001035	37415	1075	1090	TEM-169	TEM-169	ACP18864.1	FJ873740
ARO:3000888	37268	1157	292	TEM-17	TEM-17	CAA74912.2	Y14574
ARO:3001037	37417	1244	808	TEM-171	TEM-171	ADA79630.1	GQ149347
ARO:3001041	37421	1324	314	TEM-176	TEM-176	ADB90239.1	GU550123
